No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
194	EMV Chipkarten Einführung in der Schweiz	Projektleitung bei der Einführung eines elektonischen Zahlungssys­tems für die gesamte Schweiz. Dieses politisch komplexe Projekt schließt Zühlke dank methodischem Ansatz nach RUP erfolgreich und unter Budget ab.	Banking & Financial services	ep2	"Software Solutions;#Management Consulting"	"Development;#_ Software solutions;#__ Project management"		Electronic Payments	RUP	01.06.2002		mos	pn_194_d_ep2_emv_einfuerung_web.pdf	2154A-08	Feer, Michael	02.09.2010 08:49	Item	services/bd/pn/Project Notes published
193	Effizienzsteigerung durch Geschäftsprozessoptimierung	Durch Prozessoptimierung wird der Hersteller von Dampfturbinen noch konkurrenzfähiger. Schlanke, von der Informatik optimal unterstützte Projektabwicklungsprozesse führen zu einer Reduktion der Durchlaufzeit von 25 %.	Machinery & Plants	Alstom	"Product Innovation;#Management Consulting"				Business Modeling	01.06.2002		cd	pn_193_d_fast_web.pdf	3356A-08	Martin, Elisabeth	23.11.2009 13:18	Item	services/bd/pn/Project Notes published
192	Erfolgreiche Softwareentwicklung auf UML Basis	Durch die Anwendung von Modellierungstools und der Publikationsmöglichkeit im Intranet verfügen die Fachabteilungen auch bei dynamischen Geschäftsprozessen über ein stets aktuelles Business Modell.	Insurance	suva	Software Solutions	"Integration;#_ Business Process Management"			Business Modeling	01.06.2002		jdi (edt)	pn_192_d_boom_web.pdf	3352A-08	Feer, Michael	02.09.2010 08:48	Item	services/bd/pn/Project Notes published
190	Ultraschallinstrument für die Augenoperation	Ist die Halbierung der Herstellungskost­en ein realistisches Ziel? Ein Reengineer­ing-Projekt aus der Medizinaltechnik zeigt, wie durch produktionsgerechte Entwicklung das hochgesteckte Ziel erreicht wurde.	Medical & Laboratory Devices	Oertli	Product Innovation	"Development;#_ Product innovation;#__ Production cost reduction"			Kostenreduktion	01.06.2002		mst	pn_190_d_ultraschallinstrument_web.pdf	1327A-09	Martin, Elisabeth	17.01.2011 15:40	Item	services/bd/pn/Project Notes published
189	Technische Expertise für EXTRA	Die Expertise gibt Aufschluss darüber, ob eine landesweite Lösung auf Europa erweiterbar ist. Die neue Schnittstellen-Integration zwischen den Standorten ermöglicht neue Dienstleistungen für das Policen-Management.	Insurance	Winterthur	Software Solutions				SW-Expertise	01.06.2002		hop	pn_189_d_extra_web.pdf	3353A-09	Martin, Elisabeth	11.02.2008 09:32	Item	services/bd/pn/Project Notes published
185	Videokonferenz aus dem OP	Ein Videokonferenz-System soll bei speziellen Operationen Bilder in einen Hörsaal übertragen. Zühlke entwickelt eine kostengünstige Software auf Linux-Basis und gibt Know-how an das Kundenteam weiter.	Medical & Laboratory Devices	Berchtold	Software Solutions	Development		Noch nicht definiert	embedded Linux für Videokonferenzen	01.06.2002		edt (rup)	pn_185_d_op_videokonferenz_web.pdf	3334A-09	Feer, Michael	02.09.2010 08:47	Item	services/bd/pn/Project Notes published
184	Entwicklung eines Gross-Serienproduktes	Für den Heizung-, Lüftungs- und Klimabereich entwickelt Zühlke kompakte, günstige Stellantriebe. Das Produkt wird vom Kunden als Modulsystem mit ansprechendem Design und guter Qualität auf den Markt gebracht.	Devices & Apparatus	neutral	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Test Engineering"			Stellantrieb	01.06.2002		tw	pn_184_d_stellantriebe_HLK_web.pdf	1290A-10	Feer, Michael	02.09.2010 08:47	Item	services/bd/pn/Project Notes published
182	Technische Expertise für eine Gleisbelegungs-Software	Für ein Bahnunternehmen wird die Gleisbelegungs-Software einer Überprüfung unterzogen. Diese ermöglicht die Erkennung von Schwachstellen bei der Entwicklung und entdeckt das Verbesserungspotential.	Transportation & Logistics	SBB	Software Solutions				neutrale Expertise	01.06.2002		hop	pn_182_d_revera_web.pdf	3344A-09	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
180	Mobiles Internet Tablet	Unser Kunde entwickelt Hardware und CE Portierung für ein tragbares Gerät für den mobilen Internetzugriff. Zur Optimierung der Herstellungskosten und der termingerechten Abwicklung findet er Unterstützung bei Zühlke.	Telecommunications	neutral	Software Solutions			Mobile Computing		01.06.2002		hop	pn_180_d_mobile_tablet_web.pdf	3320A-09	Martin, Elisabeth	11.02.2008 09:35	Item	services/bd/pn/Project Notes published
179	Web-Applikation im Versicherungsumfeld	Für Broker und Kunden eines Versicherungsinstituts wird ein externer Web-Zugang geschaffen. Projektbegleitendes Coaching ermöglicht die schrittweise Ablösung der vorhergehenden Software.	Insurance	Skandia	Software Solutions				Entwicklungsprozess RUP	01.06.2002		sph	pn_179_d_solar_eclipse_web.pdf	3323A-09	Martin, Elisabeth	07.03.2011 13:29	Item	services/bd/pn/Project Notes published
177	Neue Generation von digitalen Fotoent-wicklungsmaschinen	Für Maschinen zur Foto-Entwicklung wird die Entwicklungszeit durch den Einsatz eines UML basierten Design-Tools reduziert. Die gewonnene Zeit kann effizient in die Implementierung der Funktionalität investiert werden.	Devices & Apparatus	Imaging Solutions	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Model-Based Design		"Rhapsody;#Entw. Bedien- und Steuerungssoftware"	01.06.2002		edt (eg)	pn_177_d_sw_photo_entwicklung_web.pdf	3262A-09	Feer, Michael	02.09.2010 08:46	Item	services/bd/pn/Project Notes published
176	Redesign der Software für eine Zugbildungsanlage	Kennzeichnend für die Realtime Umgebung sind eine Vielzahl nicht-funktioneller Anforderungen. Die Bedürfnisse werden durch einen objektorientierten und ereignisgetriebenen Entwicklungsansatz (UML-RT) optimal abgedeckt.	Transportation & Logistics	Siemens	Software Solutions		Real-Time and Embedded Software		optimierung ERP	01.06.2002		myp	pn_176_d_msr_32_web.pdf	5028A-09	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
175	Verwaltungsanwendung für @rating Service Verträge	Für die Verwaltung von Service-Verträ­gen wird mit Zühlke eine Anwendung schnell und zielstrebig rea­lisiert. Der Kunde profitiert von Know-how Transfer an sein Team und der Risikominimierung durch gute Planung.	Insurance	@Rating	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"			"BEAWebLogic;#Oracle;#RUP;#TogetherJ;#Windows;#Sicherstellung Realisierung der Anwendung"	01.06.2002		pa (Georg Molter)	pn_175_d_service_vertraege_web.pdf	5034A-09	Feer, Michael	02.09.2010 08:46	Item	services/bd/pn/Project Notes published
174	EAI für Telekommunikationsanbieter	Zühlke erstellt eine Studie über Enterprise Application Integration im Telekommunikationsbereich. Auf dieser Grundlage wird eine EAI-Architektur entwickelt, die auf der bestehenden Infrastruktur beim Kunden aufbaut.	Telecommunications	Swisscom	Software Solutions				EAI	01.06.2002		pa (ee)	pn_174_d_integration_backbone_web.pdf	5000A-09	Martin, Elisabeth	11.02.2008 09:38	Item	services/bd/pn/Project Notes published
171	Entwicklung eines Intranetportals	Für das Intranetportal eines Unternehmens der Vermögensberatung werden Interaktionsdesign und Informationskonzept entwickelt. Dabei wird auf interdisziplinäre Projektarbeit mit Entwicklern, Fach- und Usability-Experten aufgebaut.	Banking & Financial services	DVAG	Software Solutions				Software Ergonomie	01.06.2002		pa (lau)	pn_171_d_internetportal_web.pdf	5017A-09	Martin, Elisabeth	08.12.2009 14:13	Item	services/bd/pn/Project Notes published
170	Interaktionsdesign für eine integrierte Verkaufshilfe	Der Verkaufsprozess wird durch eine Softwarelösung besser unterstützt. Bei zukünftigen Ergänzungen können das durchgängige Interaktionsdesign und die hohe Gebrauchstauglichkeit beibehalten werden.	Insurance	Provinzial (WPV)	Software Solutions				Software Ergonomie	01.06.2002		pa (lau)	pn_170_d_interaktionsdesign_web.pdf	5012A-09	Martin, Elisabeth	11.02.2008 09:39	Item	services/bd/pn/Project Notes published
169	Studie e Community Plattform	"Die Community of „Professional Players"" möchte eine Plattform aufbauen. Umfassende Marktanalyse und Architekturempfehlung von verschiedenen Zühlke Domain Experten ermöglicht State of-the Art Ergebnisse."	Public Sector	FIFA	Software Solutions				"J2EE;#BEA"	01.06.2002		pa (ee)	pn_169_d_fifa_web.pdf	5019A-10	Martin, Elisabeth	11.02.2008 09:40	Item	services/bd/pn/Project Notes published
167	Finanzportal für Relationship Manager	Der Einsatz eines gemeinsamen Entwicklungsprozesses (RUP) ermöglicht den beteiligten Entwicklungspartnern einen effizienten Zugang zur Projektplattform und garantiert somit Vollständigkeit und Aktualität.	Banking & Financial services	LGT / Informationobjects	Software Solutions	"Development;#_ Software solutions;#__ Development support"			"BEAWebLogic;#RUP;#Requisite Pro; Rational ClearQuest; Rational Test Manager; Robot"	01.06.2002		pa (jep)	pn_167_d_hermes_web.pdf	5019A-09	Feer, Michael	02.09.2010 08:45	Item	services/bd/pn/Project Notes published
166	Integrationsarchitektur für eine Wertpapierhandels-abteilung	Dank einer universellen Integrationsarchitektur basierend auf J2EE erfüllt diese neue Software die strikten Anforderungen einer Grossbank. Die zentralisierte Integrationsarchitektur hält dabei die Anzahl der Schnittstellen minim.	Banking & Financial services	HypoVereinsbank	Software Solutions				"BEAWebLogic;#J2EE;#XML;#Train/EAI"	01.06.2002		pa (ee)	pn_166_d_eai_web.pdf	5024A-09	Martin, Elisabeth	11.02.2008 09:41	Item	services/bd/pn/Project Notes published
165	e Commerce: Verkaufsoptiemierung über Internet	Komplexe Informationen werden über Internet präsentieren. Durch die moderne Architektur werden die Verkaufsmitarbeiter unabhängig von ihrem Standort, und können flexibler und schneller auf Kundenwünsche reagieren.	Machinery & Plants	Alstom	Software Solutions				"J2EE;#Windows;#XML;#e-Tender; BEA"	01.06.2002		pa (rol)	pn_165_d_web_sales_turbines_web.pdf	3294A-09	Martin, Elisabeth	08.04.2009 11:48	Item	services/bd/pn/Project Notes published
163	Konzept und Spezifikation für Postomat	Das neue Konzept vereinheitlicht die Bedienerführung zwischen Bancomat und Postomat und erlaubt den raschen Geldbezug von CHF und EUR. Der Kunde profitiert von Zühlkes Erfahrung aus vorhergehenden Projekten.	Banking & Financial services	Postfinance	Software Solutions	Development			Spezifikation der neuen Postomat Generation	01.06.2002		hop	pn_163_d_pm_web.pdf		Feer, Michael	02.09.2010 08:44	Item	services/bd/pn/Project Notes published
162	Reeingineering einer Steuerungssoftware	Die neue Steuerungssoftware für eine Fotoentwicklungsanlage garantiert höhere Fotoqualität und Performance bei gleichzeitig verbesserter Stabilität und deutlich reduziertem Maschinenverschleiß.	Devices & Apparatus	Gretag	Software Solutions			Migration	Reengineering Steuerungssoftware 	01.06.2002		sbs	pn_162_d_masterflex_web.pdf		Martin, Elisabeth	08.04.2009 11:54	Item	services/bd/pn/Project Notes published
159	Intranet-basiertes Performance Managementsxstem	Businessprozesse sollen dank Online Verfügbarkeit der Kennzahlen effizienter werden und schnelle Entscheidungshilfen für das Management bieten. Von der Kundenanfrage bis zum ersten Prototyp vergehen weniger als zwei Monate.	Transportation & Logistics	Swissair Group	Software Solutions				Internetapplikation für Management-Kennzahlen	01.06.2002		mr	pn_159_d_pi_visuliazion_web.pdf		Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
158	Konzept und Spezifikation für Bancomat	Dank der neuen Chipkarte geben Bankomaten unkompliziert verschiedene Währungen an Kunden aus. So können an einem Gerät sowohl CHF als auch EUR bezogen werden. Dabei entspricht die Chipkarte auch der EMV-Norm.	Banking & Financial services	Europay	Software Solutions				Spezifikation der neuen Bancomat Generation	01.06.2002		hop	pn_158_d_bm5_web.pdf		Martin, Elisabeth	11.02.2008 09:55	Item	services/bd/pn/Project Notes published
156	Bordrechner für Easy Ride	Ein neuartiges, elektronisches Ticketsystem, welches jeden Fahrgast erfasst und monatlich abrechnet. Der Bordrechner in jedem Fahrzeug kontrolliert dabei sämtliche Fahrdaten der Passagiere.	Transportation & Logistics	Häni-Prolectron AG	Software Solutions		Real-Time and Embedded Software		"Windows;#Erfassung der Fahrdaten der Passagiere"	01.06.2002		bos/cn	pn_156_d_easy_ride_web.pdf		Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
154	Flexible WAP-Applikation für Servicetechniker	Der Servicetechniker kann mit seinem WAP-Handy Aufträge abrufen und jeder­­­­­zeit auf Servicedaten zugreifen. Die von Zühlke entwickelte Applikation auf XML Basis ist einfach zu bedienen und kann kostengünstig erweitert werden.	Devices & Apparatus	Schindler	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"			"ASP;#MS SQL;#SAP;#Windows;#WML;#XML;#XSL;#FieldLink Prototype"	01.06.2002		mba/cn	pn_154_d_wap4sap_web.pdf		Feer, Michael	02.09.2010 08:44	Item	services/bd/pn/Project Notes published
151	Departure Control System mit Geschäftsprozess-Layer	Eine Fluggesellschaft arbeitet mit einem Departure Control System, dessen Unterhalt und Weiterentwicklung teuer ist. Zühlke entwickelt eine flexible Geschäftsprozessschicht mit modernem User Interface, die die Kosten reduziert.	Transportation & Logistics	British Airways	Software Solutions					20.08.2001		pa	pn_151_d_geschseftsprozesslayer_web.pdf		Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
150	Integration von Front- und Backoffice Systemen	Modernste Technologien im Bereich Datenaustausch bilden die Basis der neuen Architektur. Durch Vereinheitlichung der Systemschnittstellen wird der Entwicklungs- und Wartungsaufwand zudem klein gehalten.	Banking & Financial services	DG Bank	Software Solutions				"XML;#Front-/Backoffice-Systeme; BEA; Smart Clients"	01.06.2002		ff	pn_150_d_bank_tigra_web.pdf		Martin, Elisabeth	11.02.2008 10:01	Item	services/bd/pn/Project Notes published
142	Web-Anbindung an SAP	Globales, effizientes und sicheres Reporting zwischen Tochtergesellschaften und Ländervertretungen dank direktem Zugriff auf SAP-Systeme über das Internet. So ist die Lösung weltweit abrufbar, wird aber zentral gewartet.	Devices & Apparatus	Schindler	Software Solutions				DataMan	01.06.2002		sph/hun	pn_142_d_web_client_sap_web.pdf		Martin, Elisabeth	08.04.2009 11:54	Item	services/bd/pn/Project Notes published
140	Komponentenbasierte Plattform für Leitsysteme	Zur Steuerung und Visualisierung von Geschäftsprozessen wird eine Anwendung konzipiert, die eigenständig kundenspezifische Fachmodule zusammenstellt. Dieses bietet dem Benutzer ein einheitliches Gesamtprodukt.	Machinery & Plants	Ammann	Software Solutions				"Windows;#COM/DNA; Smart Clients"	01.06.2002		sph/hun	pn_140_d_fachmodule_web.pdf		Martin, Elisabeth	08.04.2009 11:48	Item	services/bd/pn/Project Notes published
132	Profilgenerator für Turbinenschaufel	Zur Reduktion der Entwicklungszeit von Dampfturbinen wird ein Softwarewerkzeug (Profilgenerator) in Java erstellt. Dank der interaktiven Werkzeuge können Turbinenschaufeln jetzt in kürzerer Zeit besser dimensioniert werden.	Machinery & Plants	Alstom	Software Solutions				STREAM	01.06.2002		hm	pn_132_d_profilgenerator_web.pdf	3266A-10	Martin, Elisabeth	08.04.2009 11:48	Item	services/bd/pn/Project Notes published
127	Markt- und Patentanalyse	Nur durch eine aussagekräftige Segmentierung können aus Marktdaten die richtigen Schlüsse für die Einführung neuer Produkte gezogen werden.	Medical & Laboratory Devices	Darby Group	"Product Innovation;#Management Consulting"	Consulting		Innovation Management	Innovations- und Technologiemanagement	01.06.2002		rpm	pn_127_d_markt_patentanalyse_web.pdf	2104A-11	Feer, Michael	02.09.2010 08:43	Item	services/bd/pn/Project Notes published
123	Airline Bagagge Handling	Steigende Flugbewegungen und Passageierzahlen erfordern effiziente und flexible Abläufe bei der Gepäckabfertigung. Um Synergien zu nutzen, werden Erfassung, Zwischenlagerung und automatisches Handling zusammmengefasst.	Transportation & Logistics	Swissport	Software Solutions				Produktion	01.06.2002		z	pn_123_d_baggage_handling_web.pdf	8313A-15	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
102	Mobiltelekommunikation über Satelliten	Unabhängige Projektleitung und Software Entwicklung mit modernen, objektorientierten Techniken bringen ein internationales Grossprojekt termingerecht zum Abschluss. 	Telecommunications	Ascom	"Software Solutions;#Management Consulting"		Real-Time and Embedded Software		Projektmanagement	01.06.2002		cd	pn_102_d_projektleitung_satelliten_mobilephone_web.pdf	3264B-11	Martin, Elisabeth	23.11.2009 13:17	Item	services/bd/pn/Project Notes published
